cui,pretty_name,types,ID,LABEL,source,Count
C0008311,Cholangitis,['Disease or Syndrome'],SEPSIS-CHOLANGITIS,SEPSIS-CHOLANGITIS,Admission,
C0019021,Hemoglobin C Disease,['Disease or Syndrome'],HEPATITS C,HEPATITS C,Admission,
C0020312,Hydrothorax,['Disease or Syndrome'],HEPATIC HYDROTHORAX,HEPATIC HYDROTHORAX,Admission,
C0205161,Abnormal,['Finding'],ABNORMAL LABS,ABNORMAL LABS,Admission,
C0265792,Bilobed right lung,['Congenital Abnormality'],RIGHT LUNG CA/SDA,RIGHT LUNG CA/SDA,Admission,
C5230406,Infected wound of right thigh due to nonvenomous insect bite,['Injury or Poisoning'],"INFECTED WOUND,RIGHT THIGH","INFECTED WOUND,RIGHT THIGH",Admission,
C4047824,Ischemia of left lower extremity,['Pathologic Function'],LEFT LEG ISCHEMIA,LEFT LEG ISCHEMIA,Admission,
C4047404,Mass of right lower lobe of lung,['Finding'],RIGHT LOWER LOBE MASS/SDA,RIGHT LOWER LOBE MASS/SDA,Admission,
C5395828,Infected abrasion of skin of left thigh,['Injury or Poisoning'],INFECTED LEFT THIGH,INFECTED LEFT THIGH,Admission,
C4047824,Ischemia of left lower extremity,['Pathologic Function'],BILATERAL EXTREMITY ISCHEMIA/SDA,BILATERAL EXTREMITY ISCHEMIA/SDA,Admission,
C0022660,"Kidney Failure, Acute",['Disease or Syndrome'],"PNEUMONIA, ACUTE RENAL FAILURE","PNEUMONIA, ACUTE RENAL FAILURE",Admission,
C0266922,Gingival food impaction,['Disease or Syndrome'],FOOD IMPACTION,FOOD IMPACTION,Admission,
C0003803,Arnold Chiari Malformation,['Congenital Abnormality'],CHIARI MALFORMATION SYRINGOMYELIA/SDA,CHIARI MALFORMATION SYRINGOMYELIA/SDA,Admission,
C0027498,Nausea and vomiting,['Sign or Symptom'],"NAUSEA,VOMITING,CHOLECYSTITIS","NAUSEA,VOMITING,CHOLECYSTITIS",Admission,
C0243001,Abdominal Abscess,['Disease or Syndrome'],ABDOMINAL ABSCESS,ABDOMINAL ABSCESS,Admission,
C0400968,Liver transplant rejection,['Pathologic Function'],LIVER TRANSPLANT REJECTION,LIVER TRANSPLANT REJECTION,Admission,
C0042029,Urinary tract infection,['Disease or Syndrome'],URINARY TRACT INFECTION-PNEUMONIA-TRACH INFECTION,URINARY TRACT INFECTION-PNEUMONIA-TRACH INFECTION,Admission,
C0023052,Laryngeal Edema,['Pathologic Function'],LARYNGEAL EDEMA,LARYNGEAL EDEMA,Admission,
C0745138,Hypertensive urgency,['Disease or Syndrome'],HYPOTENSIVE URGENCY,HYPOTENSIVE URGENCY,Admission,
C0745744,End Stage Liver Disease,['Disease or Syndrome'],END STAGE LIVER FAILURE,END STAGE LIVER FAILURE,Admission,
C0442739,No status change,['Finding'],"FEVER, MENTAL STATUS CHANGE","FEVER, MENTAL STATUS CHANGE",Admission,
C0162869,"Aneurysm, Ruptured",['Disease or Syndrome'],RUPTURED ANEURYSM,RUPTURED ANEURYSM,Admission,
C0233686,Thought withdrawal,['Mental or Behavioral Dysfunction'],ETOH WITHDRAWAL/DETOX,ETOH WITHDRAWAL/DETOX,Admission,
C0001122,Acidosis,['Pathologic Function'],ACIDOSIS,ACIDOSIS,Admission,
C0002965,"Angina, Unstable",['Disease or Syndrome'], UNSTABLE ANGINA, UNSTABLE ANGINA,Admission,
C0409974,Lupus Erythematosus,['Disease or Syndrome'],LUPUS,LUPUS,Admission,
C0400979,Obstruction of biliary tree,['Disease or Syndrome'],BILIARY OBSTRUCTION,BILIARY OBSTRUCTION,Admission,
C0001883,Airway Obstruction,['Disease or Syndrome'],RESPIRATORY OBSTRUCTION,RESPIRATORY OBSTRUCTION,Admission,
C0037997,Splenic Diseases,['Disease or Syndrome'],SPLENIC ACUATION,SPLENIC ACUATION,Admission,
C0235329,Small bowel obstruction,['Disease or Syndrome'], SMALL BOWEL OBSTRUCTION, SMALL BOWEL OBSTRUCTION,Admission,
C4509910,Osteomyelitis of left foot,['Disease or Syndrome'],OSTEOMYELITIS LEFT FOOT/SDA,OSTEOMYELITIS LEFT FOOT/SDA,Admission,
C0003504,Aortic Valve Insufficiency,['Disease or Syndrome'],AORTIC INSUFFICIENCY & ENLARGEMENT\AORTIC VALVE REPLACEMENT /SDA,AORTIC INSUFFICIENCY & ENLARGEMENT\AORTIC VALVE REPLACEMENT /SDA,Admission,
C0027051,Myocardial Infarction,['Disease or Syndrome'],SHORTNESS OF BREATH-R/O MYOCARDIAL INFARCTION,SHORTNESS OF BREATH-R/O MYOCARDIAL INFARCTION,Admission,
C0344479,Spinal Cord Myelodysplasia,['Congenital Abnormality'],MYELODYSPLASIA,MYELODYSPLASIA,Admission,
C3489393,Hiatal Hernia,['Disease or Syndrome'],HIATAL HERNIA,HIATAL HERNIA,Admission,
C4302004,Displacement of pancreatic stent,['Pathologic Function'],S/P PANCREATIC STENT,S/P PANCREATIC STENT,Admission,
C0030305,Pancreatitis,['Disease or Syndrome'],PANCREATITIS-ARDS,PANCREATITIS-ARDS,Admission,
C0578437,Ischemic foot,['Disease or Syndrome'],"MEDICATION REACTION,ISCHEMIC FOOT","MEDICATION REACTION,ISCHEMIC FOOT",Admission,
C0019557,Hip Fractures,['Injury or Poisoning'],HIP FRACTURE-SYNCOPE,HIP FRACTURE-SYNCOPE,Admission,
C0263924,Gluteal tendinitis,['Disease or Syndrome'],GLUTEAL HEMATOMA,GLUTEAL HEMATOMA,Admission,
C0476454,Low blood pressure reading,['Finding'],"UTI,LOW BLOOD PRESSURE","UTI,LOW BLOOD PRESSURE",Admission,
C0018128,"Graft Occlusion, Vascular",['Pathologic Function'],BI PASS GRAFT OCCLUSION,BI PASS GRAFT OCCLUSION,Admission,
C0003811,Cardiac Arrhythmia,['Disease or Syndrome'],ARRHYTHMIA,ARRHYTHMIA,Admission,
C0442739,No status change,['Finding'], MENTAL STATUS CHANGE, MENTAL STATUS CHANGE,Admission,
C0267725,Paraesophageal hernia,['Disease or Syndrome'],PARAESOPHAGEAL HERNIA/SDA,PARAESOPHAGEAL HERNIA/SDA,Admission,
C0019212,Hepatorenal Syndrome,['Disease or Syndrome'],HYPOTENSION-HEPATORENAL FAILURE,HYPOTENSION-HEPATORENAL FAILURE,Admission,
C0859903,Burst fracture,['Injury or Poisoning'],C-SPINE BURST FRACTURE,C-SPINE BURST FRACTURE,Admission,
C0425029,Severe disablement allowance,['Finding'],LICA ANEURYSM/SDA,LICA ANEURYSM/SDA,Admission,
C0032776,Postmenopausal bleeding,['Pathologic Function'],GASTROINTESITINAL BLEED,GASTROINTESITINAL BLEED,Admission,
C4081901,Snapping right hip,['Disease or Syndrome'],RIGHT HIP OSTEOMYELITS/SDA,RIGHT HIP OSTEOMYELITS/SDA,Admission,
C0240318,Mediastinal mass,['Finding'],MEDIASTINAL MASS,MEDIASTINAL MASS,Admission,
C1960800,Critical stenosis of aortic valve,['Disease or Syndrome'],"HYPERTENSION, DIABETES MELLITUS, CRITICAL AORTIC STENOSIS\AORTIC VALVE REPLACEMENT /SDA","HYPERTENSION, DIABETES MELLITUS, CRITICAL AORTIC STENOSIS\AORTIC VALVE REPLACEMENT /SDA",Admission,
C0241374,Thigh pain,['Sign or Symptom'],THIGH HEAMTOMA,THIGH HEAMTOMA,Admission,
C0400989,Retained bile duct stone,['Disease or Syndrome'],R/O COMMON BILE DUCT STONE\ERCP,R/O COMMON BILE DUCT STONE\ERCP,Admission,
C0271636,Insulin dependent diabetes mellitus type 1A,['Disease or Syndrome'],INSULIN DEPENDENT DIABETES,INSULIN DEPENDENT DIABETES,Admission,
C0003507,Aortic Valve Stenosis,['Pathologic Function'],AORTIC STENOSIS\AORTIC VALVE REPLACEMENT WITH HOMOGRAFT/SDA,AORTIC STENOSIS\AORTIC VALVE REPLACEMENT WITH HOMOGRAFT/SDA,Admission,
C5230080,Hematoma of right lower leg,['Pathologic Function'],RIGHT LEG HEMATOMA,RIGHT LEG HEMATOMA,Admission,
C0018802,Congestive heart failure,['Disease or Syndrome'],CONGESTIVE HEART FAILURE-R/O MYOCARDIAL INFARCTION,CONGESTIVE HEART FAILURE-R/O MYOCARDIAL INFARCTION,Admission,
C2316693,Transient altered mental status,['Mental or Behavioral Dysfunction'],HYPERKALEMIA-RENAL FAILURE-ALTERED MENTAL STATUS,HYPERKALEMIA-RENAL FAILURE-ALTERED MENTAL STATUS,Admission,
C4706685,Bilateral gangrene of feet,['Disease or Syndrome'],BILATERAL GANGRENE,BILATERAL GANGRENE,Admission,
C0011849,Diabetes Mellitus,['Disease or Syndrome'], DIABETES, DIABETES,Admission,
C0235634,Renal angle tenderness,['Sign or Symptom'],CEREBELLAR CVA,CEREBELLAR CVA,Admission,
C1145670,Respiratory Failure,['Disease or Syndrome'],ASPIRATION-RESPIRATORY FAILURE,ASPIRATION-RESPIRATORY FAILURE,Admission,
C2315385,Acute rejection of bone marrow transplant,['Pathologic Function'],ACUTE MYELOGENOUS LUKEMIA\BONE MARROW TRANSPLANT,ACUTE MYELOGENOUS LUKEMIA\BONE MARROW TRANSPLANT,Admission,
C0239293,Esophageal bleeding,['Pathologic Function'],ESOPHAGEAL BLEED,ESOPHAGEAL BLEED,Admission,
C0007282,Carotid Stenosis,['Disease or Syndrome'],"CAROTID STENOSIS,R/SDA","CAROTID STENOSIS,R/SDA",Admission,
C1319321,Coronary artery bypass graft occlusion,['Finding'], ? CORONARY ARTERY BYPASS GRAFT, ? CORONARY ARTERY BYPASS GRAFT,Admission,
C0034079,Nodule of lung,['Finding'],RIGHT LUNG NODULE/SDA,RIGHT LUNG NODULE/SDA,Admission,
C4757989,Bilateral osteoarthritis of knees,['Disease or Syndrome'],BILATERAL KNEE OSTEOARTHRITIS/SDA,BILATERAL KNEE OSTEOARTHRITIS/SDA,Admission,
C5230087,Hematoma of right hip region,['Pathologic Function'],RIGHT HIP HEMATOMA,RIGHT HIP HEMATOMA,Admission,
C0018802,Congestive heart failure,['Disease or Syndrome'],CONGESTIVE HEART FAILURE\MITRAL VALVULOPLASTY ,CONGESTIVE HEART FAILURE\MITRAL VALVULOPLASTY ,Admission,
C0018801,Heart failure,['Disease or Syndrome'],"HEART FAILURE,CHOLECYSTITIS","HEART FAILURE,CHOLECYSTITIS",Admission,
C0018681,Headache,['Sign or Symptom'],HEADACH,HEADACH,Admission,
C0003507,Aortic Valve Stenosis,['Pathologic Function'],AORTIC STENOSIS\ AORTIC VALVE REPLACEMENT W/MAZE/SDA,AORTIC STENOSIS\ AORTIC VALVE REPLACEMENT W/MAZE/SDA,Admission,
C0149520,Acute Cholecystitis,['Disease or Syndrome'],ACUTE CHOLECYSTITIS/ACS,ACUTE CHOLECYSTITIS/ACS,Admission,
C0022660,"Kidney Failure, Acute",['Disease or Syndrome'],ACIDOSIS-ACUTE RENAL FAILURE,ACIDOSIS-ACUTE RENAL FAILURE,Admission,
C0008031,Chest Pain,['Sign or Symptom'],"CHEST PAIN,+ETT\CATH","CHEST PAIN,+ETT\CATH",Admission,
C0264906,Second degree atrioventricular block,['Disease or Syndrome'],SECOND DEGREE HEART BLOCK,SECOND DEGREE HEART BLOCK,Admission,
C0021775,Intermittent Claudication,['Disease or Syndrome'],CLAUDICATION LEFT LEG/SDA,CLAUDICATION LEFT LEG/SDA,Admission,
C0341318,Enterocutaneous Fistula,['Anatomical Abnormality'],ENTEROCUTANEOUS FISTULA,ENTEROCUTANEOUS FISTULA,Admission,
C0016522,"Foramen Ovale, Patent",['Congenital Abnormality'],PATIENT FORAMEN OVALE\ PATIENT FORAMEN OVALE/SDA,PATIENT FORAMEN OVALE\ PATIENT FORAMEN OVALE/SDA,Admission,
C0018946,"Hematoma, Subdural",['Pathologic Function'],SUBDURAL HEMATOMA/CONTUSION,SUBDURAL HEMATOMA/CONTUSION,Admission,
C0004239,Atrial Flutter,['Pathologic Function'],ATRIAL FIB/FLUTTER/VT/CAD\EP STUDY AND ABLATION/SDA,ATRIAL FIB/FLUTTER/VT/CAD\EP STUDY AND ABLATION/SDA,Admission,
C0268024,"Hyperkalemia, diminished renal excretion",['Pathologic Function'],BRADYCARDIA-RENAL FAILURE-HYPERKALEMIA,BRADYCARDIA-RENAL FAILURE-HYPERKALEMIA,Admission,
C0272151,Erythrocytosis due to hepatoma,['Disease or Syndrome'],BLEEDING HEPATOMA,BLEEDING HEPATOMA,Admission,
C0577559,Mass of body structure,['Finding'],ADENEXAL MASS,ADENEXAL MASS,Admission,
C0018946,"Hematoma, Subdural",['Pathologic Function'],SUBDURAL HEMATOMA/SDA,SUBDURAL HEMATOMA/SDA,Admission,
C1277615,Suspected prostate cancer,['Finding'],PROSTATE CANCER,PROSTATE CANCER,Admission,
C1299433,Left Main Coronary Artery Disease,['Disease or Syndrome'],CORONARY ARTERY DISEASE\LEFT LEG ANGIOGRAM,CORONARY ARTERY DISEASE\LEFT LEG ANGIOGRAM,Admission,
C5439136,Paroxysmal atrial fibrillation with rapid ventricular response,['Disease or Syndrome'],RAPID A- FIB/PNEUMONIA,RAPID A- FIB/PNEUMONIA,Admission,
C0425029,Severe disablement allowance,['Finding'],ETOH CIROHOSIS/SDA,ETOH CIROHOSIS/SDA,Admission,
C0042029,Urinary tract infection,['Disease or Syndrome'],"URINARY TRACT INFECTION,PYELONEPHRITIS","URINARY TRACT INFECTION,PYELONEPHRITIS",Admission,
C0021833,Intestinal Fistula,['Anatomical Abnormality'],INTESTINAL FISTULA,INTESTINAL FISTULA,Admission,
C0039070,Syncope,['Sign or Symptom'],PRE-SYNCOPE,PRE-SYNCOPE,Admission,
C3532257,Gestational diabetes mellitus uncontrolled,['Finding'],UNCONTROLLED DIABETES,UNCONTROLLED DIABETES,Admission,
C0878707,Precipitous drop in hematocrit,['Sign or Symptom'],HEMATOCRIT DROP,HEMATOCRIT DROP,Admission,
C0023892,Biliary cirrhosis,['Disease or Syndrome'],BILIARY CIRRHOSIS,BILIARY CIRRHOSIS,Admission,
C0205160,Negative,['Finding'],RULE OUT TUBERCULOSIS,RULE OUT TUBERCULOSIS,Admission,
C4047389,Mass of left frontal lobe of brain,['Finding'],LEFT FRONTAL LOBE MASS,LEFT FRONTAL LOBE MASS,Admission,
C0004134,Ataxia,['Sign or Symptom'],ATAXIA,ATAXIA,Admission,
C1145670,Respiratory Failure,['Disease or Syndrome'],"SEPSIS,RESPIRATORY FAILURE","SEPSIS,RESPIRATORY FAILURE",Admission,
C0730198,Critical ischemia of foot,['Pathologic Function'],FOOT ISCHEMIA,FOOT ISCHEMIA,Admission,
C4047821,Right subclavian vein stenosis,['Pathologic Function'],"SUBCLAVIAN STENOSIS, RIGHT/SDA","SUBCLAVIAN STENOSIS, RIGHT/SDA",Admission,
C0333560,Evolving infarct,['Pathologic Function'],EVOLVING MI\CATH,EVOLVING MI\CATH,Admission,
C3887180,Fracture of left radius,['Injury or Poisoning'],LEFT RADIUS FRACTURE,LEFT RADIUS FRACTURE,Admission,
C1303258,Acute ST segment elevation myocardial infarction (disorder),['Disease or Syndrome'],ST ELEVATION MYOCARDIAL INFARCT,ST ELEVATION MYOCARDIAL INFARCT,Admission,
C1299433,Left Main Coronary Artery Disease,['Disease or Syndrome'],LEFT MAIN CORONARY ARTERY DISEASE,LEFT MAIN CORONARY ARTERY DISEASE,Admission,
C1319321,Coronary artery bypass graft occlusion,['Finding'], ?  CORONARY ARTERY BYPASS GRAFT/SDA, ?  CORONARY ARTERY BYPASS GRAFT/SDA,Admission,
C0027051,Myocardial Infarction,['Disease or Syndrome'],MYOCARDIAL INFRARTION,MYOCARDIAL INFRARTION,Admission,
C0003507,Aortic Valve Stenosis,['Pathologic Function'],AORTIC STENOSIS\ MINAMALLY INVASIVE AVR/SDA,AORTIC STENOSIS\ MINAMALLY INVASIVE AVR/SDA,Admission,
C5437591,Atrophic nonflaccid right tympanic membrane,['Disease or Syndrome'], ATROPHIC RIGHT KIDNEY/SDA, ATROPHIC RIGHT KIDNEY/SDA,Admission,
C0008031,Chest Pain,['Sign or Symptom'],"CHEST PAIN,CAD\ANGIOPLASTY","CHEST PAIN,CAD\ANGIOPLASTY",Admission,
C0476382,Lytic lesion of bone on X-ray,['Finding'],T10 LYTIC LESION,T10 LYTIC LESION,Admission,
C1456868,Diabetic foot ulcer,['Disease or Syndrome'],DIABETIC FOOT ULCER,DIABETIC FOOT ULCER,Admission,
C0029927,Ovarian Cysts,['Disease or Syndrome'],OVARIAN CA,OVARIAN CA,Admission,
C0003962,Ascites,['Disease or Syndrome'], ASCITES, ASCITES,Admission,
C0840564,Rupture of bladder,['Disease or Syndrome'],BLADDER RUPTURE,BLADDER RUPTURE,Admission,
C0021775,Intermittent Claudication,['Disease or Syndrome'],CLAUDICATION\L LEG ANGIO ? SFA STENT,CLAUDICATION\L LEG ANGIO ? SFA STENT,Admission,
C0347633,Laceration of liver,['Injury or Poisoning'],GRADE 4 LIVER LACERATION,GRADE 4 LIVER LACERATION,Admission,
C0349725,Graft infection,['Pathologic Function'],GRAFT INFECTION,GRAFT INFECTION,Admission,
C0162871,"Aortic Aneurysm, Abdominal",['Anatomical Abnormality'],AAA,AAA,Admission,
C0392459,Intra-alveolar hemorrhage,['Pathologic Function'],INTRA PARENCHYMAL HEMORRHAGE,INTRA PARENCHYMAL HEMORRHAGE,Admission,
C0018817,Atrial Septal Defects,['Congenital Abnormality'],ATRIAL SEPTIC DEFECT\REPAIR ATRIAL SEPTAL DEFECT,ATRIAL SEPTIC DEFECT\REPAIR ATRIAL SEPTAL DEFECT,Admission,
C0264099,Freiberg's disease,['Disease or Syndrome'],MYOCARDIAL INFRACTION,MYOCARDIAL INFRACTION,Admission,
C0425029,Severe disablement allowance,['Finding'],SIGOID TUMOR/SDA,SIGOID TUMOR/SDA,Admission,
C0338785,Continuous chronic alcoholism,['Mental or Behavioral Dysfunction'],CHRONIC ALCOHOLISM,CHRONIC ALCOHOLISM,Admission,
C1278408,No consent DT immunization,['Finding'],DT,DT,Admission,
C0003507,Aortic Valve Stenosis,['Pathologic Function'],MITRAL & AORTIC STENOSIS\ AORTIC VALVE REPLACEMENT,MITRAL & AORTIC STENOSIS\ AORTIC VALVE REPLACEMENT,Admission,
C0008031,Chest Pain,['Sign or Symptom'],ABDOMINAL PAIN-CHEST PAIN,ABDOMINAL PAIN-CHEST PAIN,Admission,
C0238425,Hemoglobin SS disease with crisis,['Disease or Syndrome'],SICKLE CELL CRISIS,SICKLE CELL CRISIS,Admission,
C4074915,Coronary arteriosclerosis following coronary artery bypass graft,['Disease or Syndrome'],CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR REDO ,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR REDO ,Admission,
C0442739,No status change,['Finding'],"MENTAL STATUS CHANGES, RHABDO, ARF","MENTAL STATUS CHANGES, RHABDO, ARF",Admission,
C0017160,Gastroenteritis,['Disease or Syndrome'],SEVERE GASTROENTERITIS,SEVERE GASTROENTERITIS,Admission,
C0349790,Exacerbation of asthma,['Finding'], CHF EXACERBATION, CHF EXACERBATION,Admission,
C0018802,Congestive heart failure,['Disease or Syndrome'],CONGESTIVE HEART FAILURE-AML,CONGESTIVE HEART FAILURE-AML,Admission,
C0032227,Pleural effusion (disorder),['Disease or Syndrome'],"SOB, PLEURAL EFFUSION,","SOB, PLEURAL EFFUSION,",Admission,
C1300077,Myocardial ischemia manifest on stress test status post myocardial infarction,['Finding'],STATUS POST MYOCARDIAL INFARCTION,STATUS POST MYOCARDIAL INFARCTION,Admission,
C0155626,Acute myocardial infarction,['Disease or Syndrome'],AMI,AMI,Admission,
C1303258,Acute ST segment elevation myocardial infarction (disorder),['Disease or Syndrome'],ST ELEVATED MYOCARDIAL INFARCTION\CARDIAC CATH,ST ELEVATED MYOCARDIAL INFARCTION\CARDIAC CATH,Admission,
C1504438,Stenosis of cerebral artery,['Disease or Syndrome'],CEREBRAL STENOSIS,CEREBRAL STENOSIS,Admission,
C0576475,Foot preference left,['Finding'],GANGREEN LEFT FOOT,GANGREEN LEFT FOOT,Admission,
C0019080,Hemorrhage,['Pathologic Function'],INTRCRANIAL HEMORRHAGE,INTRCRANIAL HEMORRHAGE,Admission,
C0026269,Mitral Valve Stenosis,['Disease or Syndrome'],MITRAL STENOSIS\ MITRAL VALVE REPLACEMENT,MITRAL STENOSIS\ MITRAL VALVE REPLACEMENT,Admission,
C2316693,Transient altered mental status,['Mental or Behavioral Dysfunction'],"ALTERED MENTAL STATUS,ACUTE MI","ALTERED MENTAL STATUS,ACUTE MI",Admission,
C0007282,Carotid Stenosis,['Disease or Syndrome'],CAROTID STENOSIS\CAROTID ANGIO,CAROTID STENOSIS\CAROTID ANGIO,Admission,
C0018802,Congestive heart failure,['Disease or Syndrome'],CONGESTIVE HEART FAILURE\CARDIAC CATHERIZATION,CONGESTIVE HEART FAILURE\CARDIAC CATHERIZATION,Admission,
C1828252,Blunt injury of thorax,['Injury or Poisoning'],"PNEUMONCEPHAMUS,BLUNT HEAD INJURY","PNEUMONCEPHAMUS,BLUNT HEAD INJURY",Admission,
C1444645,Post-starting action status,['Finding'],STATUS POST HANGING,STATUS POST HANGING,Admission,
C0270191,Perinatal intraventricular hemorrhage,['Pathologic Function'],INTRAVENTRICULAR HEMORRHAGE,INTRAVENTRICULAR HEMORRHAGE,Admission,
C0917804,"Arteriovenous Malformations, Cerebral",['Congenital Abnormality'],CEREBRAL AVM,CEREBRAL AVM,Admission,
C0232327,Left ventricular ST changes,['Finding'],ST CHANGES,ST CHANGES,Admission,
C0025323,Menorrhagia,['Pathologic Function'],FIBROIDS & MENORRHAGIA/SDA,FIBROIDS & MENORRHAGIA/SDA,Admission,
C0028778,Obstruction,['Finding'],RESPPIRATORY OBSTRUCTION,RESPPIRATORY OBSTRUCTION,Admission,
C0017181,Gastrointestinal Hemorrhage,['Pathologic Function'],? GI BLEED,? GI BLEED,Admission,
C0475073,"Subarachnoid Hemorrhage, Traumatic",['Injury or Poisoning'],INTER CRANIAL HEMORRHAGE,INTER CRANIAL HEMORRHAGE,Admission,
C0265581,Longitudinal deficiency of radius,['Congenital Abnormality'],LONGITUDINAL DEFICIENT RADIUS LEFT/SDA,LONGITUDINAL DEFICIENT RADIUS LEFT/SDA,Admission,
C0340574,Superficial femoral artery stenosis,['Pathologic Function'],RIGHT FEMORAL TIBIAL STENOSIS,RIGHT FEMORAL TIBIAL STENOSIS,Admission,
C0267073,Dysphagia lusoria,['Disease or Syndrome'],"CHRONIC ASPIRATION, DYSPHAGIA/SDA","CHRONIC ASPIRATION, DYSPHAGIA/SDA",Admission,
C3531761,High degree second degree atrioventricular block,['Disease or Syndrome'],SECOND DEGREE AV BLOCK,SECOND DEGREE AV BLOCK,Admission,
C0341503,Bacterial peritonitis,['Disease or Syndrome'],BACTERIAL PERITONITIS,BACTERIAL PERITONITIS,Admission,
C0349453,Mass of thyroid gland,['Finding'],THYROID  MASS/SDA,THYROID  MASS/SDA,Admission,
C0042510,Ventricular Fibrillation,['Disease or Syndrome'],VENTRICULAR FIBRILLATION ARREST,VENTRICULAR FIBRILLATION ARREST,Admission,
C0235329,Small bowel obstruction,['Disease or Syndrome'],"SEPSIS,PNEUMONIA,SMALL BOWEL OBSTRUCTION","SEPSIS,PNEUMONIA,SMALL BOWEL OBSTRUCTION",Admission,
C0015806,Femoral Neck Fractures,['Injury or Poisoning'],FEMORAL NECK FRACTURE,FEMORAL NECK FRACTURE,Admission,
C4018909,Overdose,['Finding'],BENADRYL OVERDOSE,BENADRYL OVERDOSE,Admission,
C0002965,"Angina, Unstable",['Disease or Syndrome'],UNSTABLE ANGINA\CARD CATH,UNSTABLE ANGINA\CARD CATH,Admission,
C0747149,Uncontrolled pain,['Sign or Symptom'],UNCONTROLLED HYPERTENSION,UNCONTROLLED HYPERTENSION,Admission,
C0745138,Hypertensive urgency,['Disease or Syndrome'],HYPERTENSIVE URGENCY-R/O MYOCARDIAL INFARCTION,HYPERTENSIVE URGENCY-R/O MYOCARDIAL INFARCTION,Admission,
C1272200,Short of breath dressing/undressing,['Finding'],SHORTNESS OF BREATH-FLU,SHORTNESS OF BREATH-FLU,Admission,
C0011175,Dehydration,['Disease or Syndrome'],"DEHYDRATION,SEPSIS","DEHYDRATION,SEPSIS",Admission,
C0022660,"Kidney Failure, Acute",['Disease or Syndrome'],"ACUTE RENAL FAILURE, SEPSIS","ACUTE RENAL FAILURE, SEPSIS",Admission,
C0243026,Sepsis,['Disease or Syndrome'],FEVER-SEPSIS,FEVER-SEPSIS,Admission,
C5700080,Perforation of appendix (disorder),['Disease or Syndrome'],PERFORATED APPENDIX,PERFORATED APPENDIX,Admission,
C0030193,Pain,['Sign or Symptom'],"ABD PAIN,PNA","ABD PAIN,PNA",Admission,
C0740385,"Aneurysm, Middle Cerebral Artery",['Anatomical Abnormality'],MIDDLE CEREBRAL ARTERY ANEURYSM,MIDDLE CEREBRAL ARTERY ANEURYSM,Admission,
C5546184,Exophthalmos due to orbital congestion,['Disease or Syndrome'],"T5 TO CONUS,MEDULLARIS VENOUS CONGESTION","T5 TO CONUS,MEDULLARIS VENOUS CONGESTION",Admission,
C0019021,Hemoglobin C Disease,['Disease or Syndrome'],C-DIFF,C-DIFF,Admission,
C0745961,Cellulitis of lower leg,['Disease or Syndrome'],LOWER EXTREMITY CELLULITIS,LOWER EXTREMITY CELLULITIS,Admission,
C0232693,Bowel sounds,['Finding'],BOWEL OBSRUCTION,BOWEL OBSRUCTION,Admission,
C0341984,Infection - perineal wound,['Disease or Syndrome'],PERINEAL INFECTION,PERINEAL INFECTION,Admission,
C0085605,Liver Failure,['Disease or Syndrome'],LIVER FAILURE\NG TUBE PLACEMENT,LIVER FAILURE\NG TUBE PLACEMENT,Admission,
C0427457,Red blood cell count low (finding),['Finding'],LOW PLATE COUNT,LOW PLATE COUNT,Admission,
C0751792,"Trauma, Nervous System",['Injury or Poisoning'],NEUROLOGIC INJURY,NEUROLOGIC INJURY,Admission,
C4047406,Mass of right temporal lobe,['Finding'],RIGHT UPPER LOBE MASS/SDA,RIGHT UPPER LOBE MASS/SDA,Admission,
C0521540,Brain stem hemorrhage,['Pathologic Function'],HEMORRHAGIC BRAIN METASTISIS,HEMORRHAGIC BRAIN METASTISIS,Admission,
C0038450,Stridor,['Sign or Symptom'],STRIDOR,STRIDOR,Admission,
C0012739,Disseminated Intravascular Coagulation,['Disease or Syndrome'],DIC,DIC,Admission,
C0013404,Dyspnea,['Sign or Symptom'],DYSPNEA\CATH,DYSPNEA\CATH,Admission,
C0152010,Withdrawal bleeding,['Disease or Syndrome'],ETOH WITHDRAWAL-? GASTROINTESTINAL BLEED,ETOH WITHDRAWAL-? GASTROINTESTINAL BLEED,Admission,
C0152010,Withdrawal bleeding,['Disease or Syndrome'],ALCOHOL WITHDRAWAL-UPPER GASTROINTESTINAL BLEED,ALCOHOL WITHDRAWAL-UPPER GASTROINTESTINAL BLEED,Admission,
C0001125,"Acidosis, Lactic",['Disease or Syndrome'],"ETOH WITHDRAWAL,ALCOHOLIC HEPATITIS,LACTIC ACIDOSIS","ETOH WITHDRAWAL,ALCOHOLIC HEPATITIS,LACTIC ACIDOSIS",Admission,
C0237284,unresponsive behavior,['Finding'],UNRESPONSIVE-DRUG OVERDOSE,UNRESPONSIVE-DRUG OVERDOSE,Admission,
C4510957,Dissection of ascending aorta and aortic arch,['Disease or Syndrome'],ASCENDING AORTIC DISSECTION,ASCENDING AORTIC DISSECTION,Admission,
C2711906,Evaluation finding,['Finding'],GI EVALUATION,GI EVALUATION,Admission,
C4511603,Tubal ligation done,['Finding'],TUBAL LIGATION,TUBAL LIGATION,Admission,
